season,week,win,loss,tie,mov,error,wins_l16,losses_l16,ties_l16,mov_l16,hfa_l16,wins_l80,losses_l80,ties_l80,mov_l80,hfa_l80,wins_all_time,losses_all_time,ties_all_time,mov_all_time,hfa_all_time
2022,1,6,9,1,-2.188,-0.705,120.0,116.0,2.0,1.581,1.489,642.0,542.0,6.0,1.265,1.316,3301.0,2540.0,12.0,2.27,2.392
2022,2,11,5,0,7.312,6.776,124.0,112.0,2.0,2.01,1.979,645.0,543.0,6.0,1.279,1.358,3312.0,2545.0,12.0,2.282,2.403
2022,3,8,8,0,-3.5,-1.242,125.0,112.0,2.0,1.775,1.844,646.0,545.0,6.0,1.211,1.303,3320.0,2553.0,12.0,2.268,2.394
2022,4,8,7,0,1.733,2.349,129.0,110.0,2.0,2.205,2.062,646.0,546.0,6.0,1.215,1.293,3328.0,2560.0,12.0,2.266,2.394
2022,5,8,7,0,3.8,2.968,128.0,113.0,2.0,1.75,1.854,648.0,546.0,6.0,1.258,1.308,3336.0,2567.0,12.0,2.27,2.395
2022,6,8,6,0,0.143,0.275,130.0,110.0,2.0,1.876,1.99,646.0,546.0,6.0,1.219,1.308,3344.0,2573.0,12.0,2.265,2.39
2022,7,9,5,0,2.357,2.356,132.0,108.0,2.0,2.22,2.4,644.0,546.0,6.0,1.161,1.242,3353.0,2578.0,12.0,2.265,2.39
2022,8,8,6,0,5.786,5.313,132.0,109.0,1.0,2.39,2.475,642.0,546.0,6.0,1.223,1.272,3361.0,2584.0,12.0,2.274,2.397
2022,9,7,6,0,1.615,4.497,133.0,106.0,1.0,2.799,3.128,640.0,545.0,6.0,1.205,1.281,3368.0,2590.0,12.0,2.272,2.402
2022,10,8,5,0,3.538,0.155,132.0,105.0,1.0,2.724,2.792,637.0,545.0,6.0,1.189,1.222,3376.0,2595.0,12.0,2.275,2.397
2022,11,4,8,0,-5.25,-3.4,130.0,105.0,1.0,2.579,2.652,631.0,547.0,6.0,1.061,1.151,3380.0,2603.0,12.0,2.257,2.382
2022,12,11,5,0,5.75,3.593,133.0,104.0,1.0,2.635,2.686,634.0,545.0,5.0,1.147,1.219,3391.0,2608.0,12.0,2.265,2.385
2022,13,9,5,1,5.067,5.503,134.0,101.0,2.0,2.811,2.853,632.0,546.0,5.0,1.166,1.242,3400.0,2613.0,13.0,2.272,2.393
2022,14,7,6,0,0.231,0.237,131.0,101.0,2.0,2.54,2.65,629.0,546.0,5.0,1.12,1.214,3407.0,2619.0,13.0,2.267,2.388
2022,15,9,7,0,0.375,2.982,129.0,103.0,2.0,1.763,2.234,629.0,547.0,5.0,1.05,1.172,3416.0,2626.0,13.0,2.263,2.389
2022,16,8,8,0,1.375,0.852,129.0,103.0,2.0,1.759,2.032,625.0,552.0,5.0,0.963,1.089,3424.0,2634.0,13.0,2.26,2.385
2022,17,9,6,0,4.067,3.731,132.0,100.0,1.0,2.15,2.309,625.0,553.0,5.0,1.012,1.1,3433.0,2640.0,13.0,2.265,2.389
2022,18,11,5,0,4.625,4.971,132.0,100.0,1.0,1.982,2.196,631.0,550.0,5.0,1.112,1.197,3444.0,2645.0,13.0,2.271,2.395
2023,1,6,10,0,-3.625,-3.905,130.0,102.0,1.0,1.974,2.03,629.0,555.0,5.0,1.054,1.158,3450.0,2655.0,13.0,2.256,2.38
2023,2,7,9,0,1.375,1.782,129.0,104.0,1.0,1.952,1.994,630.0,557.0,5.0,1.082,1.176,3457.0,2664.0,13.0,2.254,2.378
2023,3,9,7,0,4.875,2.981,130.0,104.0,1.0,2.019,1.995,631.0,558.0,5.0,1.133,1.184,3466.0,2671.0,13.0,2.26,2.38
2023,4,7,8,0,2.867,3.716,129.0,106.0,1.0,2.189,2.21,630.0,561.0,5.0,1.096,1.141,3473.0,2679.0,13.0,2.262,2.383
2023,5,7,6,0,-0.692,0.142,127.0,107.0,1.0,1.999,2.072,626.0,563.0,5.0,1.01,1.1,3480.0,2685.0,13.0,2.255,2.377
2023,6,10,4,0,4.5,4.107,129.0,105.0,1.0,1.918,1.997,626.0,561.0,5.0,1.029,1.105,3490.0,2689.0,13.0,2.26,2.382
2023,7,9,4,0,6.769,8.72,131.0,103.0,1.0,2.24,2.26,624.0,560.0,5.0,1.091,1.164,3499.0,2693.0,13.0,2.271,2.397
2023,8,9,7,0,2.0,2.728,132.0,105.0,1.0,2.144,2.421,624.0,560.0,5.0,1.058,1.133,3508.0,2700.0,13.0,2.27,2.398
2023,9,9,4,0,6.538,4.933,137.0,101.0,1.0,2.881,2.942,624.0,557.0,5.0,1.159,1.203,3517.0,2704.0,13.0,2.281,2.404
2023,10,8,5,0,2.231,-0.467,134.0,101.0,1.0,2.661,2.688,624.0,554.0,5.0,1.178,1.234,3525.0,2709.0,13.0,2.28,2.397
2023,11,11,3,0,4.214,2.236,136.0,99.0,0.0,2.608,2.484,627.0,550.0,4.0,1.256,1.296,3536.0,2712.0,13.0,2.285,2.396
2023,12,7,9,0,-1.438,0.608,136.0,102.0,0.0,2.504,2.507,628.0,549.0,4.0,1.319,1.351,3543.0,2721.0,13.0,2.276,2.392
2023,13,5,8,0,-3.846,-3.31,132.0,103.0,0.0,2.24,2.114,624.0,550.0,4.0,1.237,1.31,3548.0,2729.0,13.0,2.262,2.379
2023,14,9,6,0,6.267,5.212,133.0,101.0,0.0,2.545,2.387,629.0,545.0,4.0,1.362,1.409,3557.0,2735.0,13.0,2.271,2.385
2023,15,11,5,0,7.062,8.482,135.0,100.0,0.0,2.733,2.684,634.0,542.0,4.0,1.442,1.534,3568.0,2740.0,13.0,2.282,2.4
2023,16,8,8,0,2.5,3.412,132.0,103.0,0.0,2.6,2.586,635.0,544.0,4.0,1.449,1.548,3576.0,2748.0,13.0,2.283,2.402
2023,17,10,6,0,5.375,3.89,136.0,99.0,0.0,3.162,3.073,640.0,541.0,4.0,1.588,1.631,3586.0,2754.0,13.0,2.29,2.406
2023,18,7,9,0,2.0,3.676,136.0,99.0,0.0,3.201,3.192,637.0,546.0,4.0,1.531,1.657,3593.0,2763.0,13.0,2.29,2.409
2024,1,10,5,0,4.0,2.323,137.0,97.0,0.0,3.147,3.15,636.0,549.0,4.0,1.51,1.587,3603.0,2768.0,13.0,2.294,2.408
2024,2,6,10,0,-2.875,-1.78,136.0,99.0,0.0,2.788,2.807,634.0,554.0,4.0,1.499,1.578,3609.0,2778.0,13.0,2.282,2.399
2024,3,7,9,0,2.875,1.662,136.0,102.0,0.0,3.011,2.902,634.0,557.0,4.0,1.528,1.59,3616.0,2787.0,13.0,2.283,2.397
2024,4,9,7,0,1.188,2.914,135.0,105.0,0.0,2.804,2.827,633.0,560.0,4.0,1.482,1.579,3625.0,2794.0,13.0,2.28,2.398
2024,5,7,6,0,4.769,5.077,133.0,107.0,0.0,2.679,2.6,632.0,558.0,4.0,1.564,1.636,3632.0,2800.0,13.0,2.286,2.404
2024,6,3,10,0,-9.385,-8.112,127.0,110.0,0.0,1.967,1.922,626.0,561.0,4.0,1.457,1.555,3635.0,2810.0,13.0,2.259,2.38
2024,7,7,7,0,-0.214,-0.026,125.0,113.0,0.0,1.545,1.612,626.0,559.0,4.0,1.438,1.528,3642.0,2817.0,13.0,2.254,2.375
2024,8,10,6,0,3.188,3.51,127.0,114.0,0.0,1.605,1.861,628.0,557.0,4.0,1.486,1.583,3652.0,2823.0,13.0,2.256,2.377
2024,9,11,4,0,4.667,3.379,127.0,115.0,0.0,1.633,1.932,632.0,552.0,4.0,1.545,1.624,3663.0,2827.0,13.0,2.261,2.379
2024,10,5,8,0,-2.538,-1.201,125.0,114.0,0.0,1.565,1.819,629.0,552.0,4.0,1.476,1.571,3668.0,2835.0,13.0,2.25,2.371
2024,11,8,6,0,6.786,6.764,128.0,112.0,0.0,2.229,2.449,626.0,553.0,4.0,1.529,1.601,3676.0,2841.0,13.0,2.261,2.381
2024,12,4,9,0,-2.462,2.276,123.0,115.0,0.0,1.684,2.265,624.0,553.0,3.0,1.514,1.659,3680.0,2850.0,13.0,2.25,2.381
2024,13,8,8,0,3.062,1.093,120.0,118.0,0.0,1.434,1.804,626.0,552.0,3.0,1.563,1.681,3688.0,2858.0,13.0,2.252,2.378
2024,14,9,4,0,5.154,1.391,121.0,114.0,0.0,1.599,1.677,626.0,551.0,3.0,1.618,1.742,3697.0,2862.0,13.0,2.258,2.376
2024,15,5,11,0,-3.5,-0.953,116.0,119.0,0.0,1.045,1.375,624.0,555.0,3.0,1.561,1.721,3702.0,2873.0,13.0,2.245,2.368
2024,16,13,3,0,7.5,7.373,122.0,113.0,0.0,1.388,1.606,631.0,550.0,3.0,1.705,1.845,3715.0,2876.0,13.0,2.257,2.38
2024,17,9,7,0,0.562,0.943,121.0,115.0,0.0,1.174,1.519,633.0,550.0,3.0,1.691,1.829,3724.0,2883.0,13.0,2.253,2.376
2024,18,9,7,0,6.438,5.805,124.0,112.0,0.0,1.756,1.993,637.0,548.0,3.0,1.814,1.917,3733.0,2890.0,13.0,2.263,2.384
2025,1,8,7,0,4.067,4.566,125.0,110.0,0.0,1.83,2.175,634.0,552.0,3.0,1.809,1.931,3741.0,2897.0,13.0,2.267,2.389
2025,2,7,9,0,-0.812,-2.149,123.0,112.0,0.0,1.705,1.858,632.0,556.0,3.0,1.762,1.84,3748.0,2906.0,13.0,2.26,2.379
2025,3,12,4,0,7.312,8.374,128.0,110.0,0.0,1.864,2.065,638.0,550.0,3.0,1.892,1.961,3760.0,2910.0,13.0,2.271,2.392
2025,4,10,4,1,9.4,8.539,135.0,104.0,1.0,3.038,3.105,643.0,545.0,4.0,2.043,2.169,3770.0,2914.0,14.0,2.287,2.406
2025,5,4,9,0,-3.154,-4.473,132.0,106.0,1.0,2.854,2.827,640.0,546.0,4.0,1.993,2.053,3774.0,2923.0,14.0,2.275,2.391
2025,6,9,5,0,4.286,5.751,131.0,105.0,1.0,2.923,2.967,641.0,543.0,4.0,2.023,2.107,3783.0,2928.0,14.0,2.279,2.398
2025,7,9,5,0,5.5,5.523,129.0,106.0,1.0,2.975,3.101,641.0,541.0,4.0,2.098,2.183,3792.0,2933.0,14.0,2.286,2.405
2025,8,8,5,0,5.231,2.54,132.0,103.0,1.0,3.461,3.335,642.0,538.0,4.0,2.178,2.22,3800.0,2938.0,14.0,2.293,2.405
2025,9,4,10,0,-3.5,-3.48,128.0,107.0,1.0,2.818,2.695,639.0,540.0,4.0,2.168,2.205,3804.0,2948.0,14.0,2.28,2.392
2025,10,7,6,0,0.846,0.956,131.0,104.0,1.0,3.024,2.612,638.0,538.0,4.0,2.188,2.215,3811.0,2954.0,14.0,2.277,2.389
2025,11,7,7,0,2.143,5.33,130.0,103.0,1.0,2.967,2.877,637.0,537.0,4.0,2.173,2.232,3818.0,2961.0,14.0,2.277,2.396
